Bundesland;BLZ;Name;Adresse ;PLZ;Ort;FN;Info;coordinates;Latitude;Longitude
Tirol;36262;Raiffeisenbank Kirchdorf Tirol registrierte Genossenschaft mit beschränkter Haftung;Dorfplatz 15;6382;Kirchdorf in Tirol;42586b;;(47.5576592, 12.4476854);47.5576592;12.4476854
Tirol;36263;Raiffeisenbank Kitzbühel - St. Johann eGen;Achenweg 16;6370;Kitzbühel;39656v;;(47.4709933, 12.3448661);47.4709933;12.3448661
Tirol;36264;Raiffeisenbank Kössen-Schwendt eGen;Dorf 4;6345;Kössen;39849b;;(47.6690554, 12.4049052);47.6690554;12.4049052
Tirol;36267;Raiffeisenbank Kundl eGen;Dorfstraße 14;6250;Kundl;39098y;;(47.4684565, 11.9845004);47.4684565;11.9845004
Tirol;36268;Raiffeisenbank Längenfeld eGen;Oberlängenfeld 72;6444;Längenfeld;41435i;;(47.0702561, 10.9704214);47.0702561;10.9704214
Tirol;36269;Raiffeisenbank Langkampfen eGen;Untere Dorfstraße 2;6336;Langkampfen;40149v;;(47.5489352, 12.1009347);47.5489352;12.1009347
Tirol;36272;Raiffeisenbank Buch, Gallzein und Strass registrierte Genossenschaft mit beschränkter Haftung;Buch 108a;6220;Buch in Tirol;40161k;;(47.391485, 11.772029);47.391485;11.772029
Tirol;36273;Raiffeisenbank Matrei am Brenner und Umgebung eGen;Raiffeisenplatz 43a;6143;Matrei am Brenner;39856m;;(47.131493, 11.452879);47.131493;11.452879
Tirol;36274;Raiffeisenbank Mayrhofen und Umgebung eGen;Hauptstraße 401;6290;Mayrhofen;40020d;;(47.1652789, 11.8623863);47.1652789;11.8623863
Tirol;36279;Raiffeisenbank Münster eGen;Dorf 340;6232;Münster;41504k;;(47.4210544, 11.8328992);47.4210544;11.8328992
Tirol;36281;Raiffeisenkasse für Mutters, Natters und Kreith registrierte Genossenschaft mit beschränkter Haftung;Kirchplatz 10;6162;Mutters;39580g;;(47.2272588, 11.37723);47.2272588;11.37723
Tirol;36283;Raiffeisenbank Nauders eGen;Doktor Tschiggfrey-Straße 66;6543;Nauders;41558s;;(46.8914053, 10.5016513);46.8914053;10.5016513
Tirol;36285;Raiffeisenbank Neustift-Mieders-Schönberg im Stubaital eGen;Dorf 2;6167;Neustift im Stubaital;41635d;;(47.1107184, 11.3078627);47.1107184;11.3078627
Tirol;36291;Raiffeisenbank Vorderes Ötztal eGen;Hauptstraße 64;6433;Oetz;38777a;;(47.2034729, 10.8968118);47.2034729;10.8968118
Tirol;36310;Raiffeisenkasse Rum-Innsbruck/Arzl eGen;Dörferstraße 10 a;6063;Rum;40068z;;(47.287074, 11.4568655);47.287074;11.4568655
Tirol;36314;Raiffeisenbank Seefeld-Leutasch-Reith-Scharnitz registrierte Genossenschaft mit beschränkter Haftung;Münchner Straße 38;6100;Seefeld in Tirol;39152b;;(47.3296426, 11.1875861);47.3296426;11.1875861
Tirol;36315;Raiffeisenbank Serfaus-Fiss-Ried eGen;Dorfbahnstraße 41-43;6534;Serfaus;40256a;;(47.0385989, 10.6050805);47.0385989;10.6050805
Tirol;36316;Raiffeisenbank Silz-Haiming und Umgebung eGen;Tirolerstraße 78;6424;Silz;39616i;;(47.2660584, 10.9282956);47.2660584;10.9282956
Tirol;36318;Raiffeisenbank Söll - Scheffau registrierte Genossenschaft mit beschränkter Haftung;Dorf 125;6306;Söll;39138g;;(47.503381, 12.1916129);47.503381;12.1916129
Tirol;36320;Raiffeisenkasse Schlitters, Bruck und Straß registrierte Genossenschaft mit beschränkter Haftung;Schlitters 52;6262;Schlitters;41381f;;(47.37135202, 11.8248269);47.37135202;11.8248269
Tirol;36322;Raiffeisen Regionalbank Schwaz eGen;Innsbrucker Straße 11, Postfach 106;6130;Schwaz;38860y;;(47.3440648, 11.7079954);47.3440648;11.7079954
Tirol;36324;Raiffeisenbank Sölden eGen;Dorfstraße 88;6450;Sölden;39085d;;(46.9682031, 11.007548);46.9682031;11.007548
Tirol;36329;Raiffeisenbank Wipptal eGen;Brennerstraße 52;6150;Steinach;41497a;;(47.0910333, 11.4664976);47.0910333;11.4664976
Tirol;36332;Raiffeisenkasse Stumm, Stummerberg und Umgebung registrierte Genossenschaft mit beschränkter Haftung;Dorfstraße 17;6275;Stumm;39041p;;(47.2935315, 11.8848328);47.2935315;11.8848328
Tirol;36333;Raiffeisenbank Tannheimertal eGen;Höf 35;6675;Tannheim;40045s;;(47.4992955, 10.5158665);47.4992955;10.5158665
Tirol;36336;Raiffeisenbank Telfs-Mieming eGen;Untermarkt 3, Postfach 27;6410;Telfs;38171i;;(47.442527, 11.262314);47.442527;11.262314
Tirol;36337;Raiffeisenbank Thaur eGen;Schulgasse 14;6065;Thaur;38840v;;(47.2920624, 11.4740309);47.2920624;11.4740309
Tirol;36339;Raiffeisenbank Thiersee eGen;Vorderthiersee 40;6335;Thiersee;39412i;;(47.5941678, 12.1175506);47.5941678;12.1175506
Tirol;36342;Raiffeisenbank Tux eGen;Lanersbach 464;6293;Tux;39646d;;(47.1550552, 11.7258346);47.1550552;11.7258346
Tirol;36347;Raiffeisenkasse Volders und Umgebung registrierte Genossenschaft mit beschränkter Haftung;Bundesstraße 24 c;6111;Volders;39407b;;(47.287911, 11.5667025);47.287911;11.5667025
Tirol;36349;RaiffeisenBank St. Ulrich - Waidring eGen;Dorfstraße 5 a;6384;Waidring;39911v;;(47.5844771, 12.5693843);47.5844771;12.5693843
